W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,close,change
17718.926,5520.974,47230.725,25371.3067,62643.28901,5578.836851,10956.80051,34054.56,0
39031.687,610.015,166431.883,69054.4569,186577.1874,-14114.80606,73335.02008,34301.78,1
2829.82,0,23768.18,13189.3051,24913.85036,8577.147879,17039.58667,34049.74,0
140.228,80.631,78981.1,362.2835,64222.79099,10695.23983,35835.95151,33962.35,0
7915.1,8651.514,56173.659,-28805.7392,67558.85979,30919.65,34041.7125,34220.21,1
1535.508,2.304,8865.188,3951.1544,9414.432014,2056.681,6194.927333,34198.61,0
478.305,10267.418,91112.468,-44890.0019,88561.08108,29434.47439,61247.57372,34414.35,1
6205.801,0,56304.199,23434.6334,58874.86579,30693.05,30689.4,34357.98,0
121.851,0,4109.149,522.2152,3708.598035,1274.389286,2253.74881,34502.44,1
485.239,169.214,6176.485,1454.5693,5422.56069,1404.546508,3000.921746,34717.39,1
1659.278,475.931,11151.791,6362.1684,11294.20336,2167.282143,6769.958333,34602.51,0
36886.021,14714.882,244481.054,60861.0298,244487.2128,17328.93252,99489.37981,34546.06,0
4857.854,21736.402,99852.788,-18149.3699,108147.1234,193.8862894,893.1750804,34389.06,0
3377.35,541.486,24236.437,5673.3056,25542.24514,2536.908788,6668.259444,34407.82,1
1878.316,932.655,9638.097,4727.445,11123.0434,3365.854708,5934.432359,34303.54,0
2109.044,633.952,5000.277,3713.4138,5896.953337,2073.65,2770.591667,34206.39,0
3243.454,178.2,600559.346,17157.6852,508853.1846,4221.492576,10494.5922,34120.34,0
565.845,384.058,4575.097,-156.9578,4759.823018,369.9666667,641.4055556,34213.73,1
276.987,149.999,5203.458,526.9831,4661.23467,1036.289325,2690.710754,34253.3,1
219.252,1026.768,4045.98,-467.0187,4791.688784,334.9387716,2551.54494,34478.58,1
475.429,49.852,4861.625,1923.1201,3683.886276,1025.514848,1929.272273,34452.89,0
2820.868,341.748,13327.056,10689.5895,9266.043718,4877.00127,9691.186825,34379,0
37778.563,38.705,179356.711,114716.8222,202753.0546,86659.80797,125424.4943,34495.36,1
4386.526,5586.736,22133.485,1267.0011,17265.23174,-36.375,323.325,34589.76,1
74.191,119.379,20018.148,-81.1583,17689.47615,11.07575758,2096.791414,34695.4,1
1176.99,473.765,5615.245,2710.9823,6210.114993,1810.294113,3703.235476,35428.28,1
12040.26,8385.977,87832.763,-21028.7687,97797.87139,6999.750974,31209.36158,36755.42,1
2021.945,917.036,29520.996,1703.5547,27507.22346,2363.085376,11836.63308,38340.22,1
1026.447,706.804,4896.856,793.6582,5698.140834,592.6534903,2167.716396,38101.01,0
1792.208,413.627,47128.198,4415.0511,44520.07177,1012.055532,18048.98375,38341.02,1
23068.857,17.965,108945.081,72661.9651,112655.303,6000.420595,12829.26958,38310.83,0
293.906,0,5151.094,818.9201,4422.807285,322.0625,1377.056944,38595.45,1
3256.184,9.03,12667.786,4896.5661,13321.24893,1148.94601,3428.63346,38659.82,1
12286.337,243.468,194078.231,46074.8394,186539.1545,60627.02473,131204.2951,38155.93,0
7054.068,2126.64,39578.292,24736.0982,34644.5783,-1200.390278,16245.16806,38226.88,1
1594.312,4628.957,44436.304,-361.2937,46073.41377,1758.436515,3911.131162,38256.32,1
1450.097,277.038,9177.24,4691.8132,9043.454215,1646.787857,2778.889429,38648.86,1
24218.177,488.51,143253.313,68692.1597,126200.9425,41605.67063,86875.00725,38484.95,0
5332.557,339.245,48602.213,25706.9294,48194.78143,5520.734325,26119.06429,38682.16,1
33717.326,5896.728,417897.694,109330.7634,417136.8143,149610.4714,174738.1714,38344.29,0
2109.343,416.496,29092.161,3965.5311,26384.22134,10657.63723,11384.28819,38327.58,0
4198.328,0.936,55952.736,9510.2865,54658.4782,-36.10416667,1488.1,38648.45,1
771.273,317.06,18093.961,1303.6402,17219.63147,1276.718561,4782.366667,39057.18,1
25509.751,20500.099,246065.899,57434.787,223346.6641,10229.16477,146477.5014,39251.36,1
4010.816,896.751,18110.433,7277.7324,20254.80728,2709.783135,11451.88975,39730.03,1
3164.957,522.05,101305.896,7272.9966,67116.62491,4897.452305,12276.51558,39362.65,0
76728.235,66249.536,419889.374,-72587.9222,526491.7571,-158.0348485,1958.538636,37771.97,0
6139.223,797.28,23118.497,7678.1332,25638.02297,11857.83636,14047.44205,37141.57,0
13616.353,2769.354,29422.293,41097.7713,40765.47379,16398.79581,21132.03351,37592.82,1
1005.061,428.939,7462.083,1798.8853,7850.308616,1713.011667,5215.324444,37291.24,0
1691.748,600.709,18857.543,1633.7947,16536.5695,2737.89375,8309.410417,37458.58,1
4426.755,5585.633,29996.199,1453.44,28476.84007,161.8211026,495.3034155,36908,0
21437.123,15.956,47630.921,56183.0603,64381.64156,30875.57857,39653.32024,36584.02,0
17038.908,0,61206.092,52173.6348,73461.85383,29273.9975,60528.09667,36859.08,1
13349.706,7121.022,59758.272,19439.4316,72069.81568,5890.983117,16102.72039,36989.78,1
6398.512,13989.779,103084.709,-4034.0168,113069.9502,5285.758333,15587.82958,37154.28,1
0,0,11,0,10.00826871,1.5,5,37046.68,0
207.367,141.752,4083.881,-277.9643,3819.41642,77.45,327.3607143,37155.86,1
9215.552,9.024,21300.424,12435.5187,27787.42665,18354.98333,17121.73333,37285.89,1
1638.5,0,11792.5,4224.7618,11793.21329,1041.806602,1800.953571,37411.37,1
14042.402,27.575,31164.023,26425.0689,35215.71611,4051.476944,7451.671944,37650.94,1
3116.139,249.399,21518.027,8599.9103,21717.79577,10311.90977,13366.93216,38091.21,1
9071.858,1585.963,81825.179,30519.8424,73584.61693,-3688.185,10973.39833,38400.83,1
235.661,175.429,3833.353,381.1458,3741.723709,116.930303,1133.720833,38477.43,1
26226.201,231.827,49649.972,54694.3163,71010.19526,28305.0769,55924.8369,38280.96,0
17339.952,958.816,122689.308,79540.7948,123745.5414,10934.14373,43517.94119,38220.72,0
22714.388,52.887,61987.688,42359.4367,63198.38273,616.6563492,1545.087599,37659.21,0
9391.796,9195.743,48883.877,6563.1097,49758.0674,16348.94881,18353.62892,37801.67,1
79.179,415.681,7438.14,-2146.1526,6760.071411,450.9550505,754.2506313,37929.59,1
248.838,23.88,3555.282,837.1357,3377.00485,509.1959307,1500.605325,37828.87,0
4761.609,1344.382,30680.009,11020.4835,27100.55578,4068.083333,25888.32917,38046.72,1
485.238,70.308,3378.454,1358.1704,3070.189606,868.7995455,1044.886818,38357.56,1
56.566,19.145,5168.289,48.1846,4812.166882,-334.2666667,1998.033333,39220.9,1
4648.08,6481.429,40873.175,-603.1002,37925.82609,602.9638864,4940.520788,39475.41,1
179.333,38.842,24099.795,396.5346,21072.16865,-2760.288853,8744.790476,39125.35,0
176.919,0,1658.081,261.4512,1698.289708,168.8130952,367.9589286,39900,1
973.543,629.98,46614.477,3136.4017,44631.01632,24077.33333,38341.85,39857.45,0
1828.743,110.386,12380.797,4594.2278,12863.66325,1708.276542,5150.513474,39855.68,0
26151.78,594.928,40553.292,57799.6813,62578.31715,22634.88333,35648.33417,39687.92,0
5706.531,447.818,29892.651,17990.2853,24556.98485,13715.15,17567.3,40151.39,1
28216.501,188.689,70876.81,65022.3554,91117.15588,25824.86133,46140.39533,39552.28,0
1687.86,86.229,63768.911,4038.6168,60246.82875,25982.79583,27669.80833,39921.18,1
3536.9,1660.359,28993.741,9520.6876,28956.70005,4807.358265,13169.58615,39516.88,0
25931.829,28.548,38201.623,59399.0324,59885.12195,26797.3,38593,39934,1
2970.482,158.567,29139.89,10713.3408,28653.4224,1731.498298,16752.5389,40211.51,1
6745.93,17.18,1420180.896,24701.4631,1297204.419,-105336.9464,845836.6762,40799.95,1
55041.709,6.491,136269.8,137729.9064,172762.5782,39040.7073,106520.344,39708.12,0
11486.524,3174.323,66867.599,21726.6665,54143.04158,1913.937247,10380.63643,39681.61,0
1113.871,187.693,17087.394,1810.9039,14838.65138,350.9332612,2738.961797,39539.34,0
8666.931,647.478,31300.591,21262.5567,31839.5324,11264.63571,19401.83889,39694.55,1
5028.512,2370.404,26824.084,16906.3116,28199.62354,1045.652814,9931.252078,40119.95,1
566.412,301.271,1367832.317,1132.2023,1234571.688,-134080.6269,815871.6542,38984.13,0
141.165,0.408,1671.427,484.2192,1578.182796,567.3333333,1002.190476,40412.45,1
4614.647,229.615,37271.738,5082.8359,38389.59405,1344.300707,4469.524949,40410.91,0
328.497,45083.288,130413.097,-123302.1815,136451.4931,512.8001894,831.0075758,39970,0
121.203,10.321,2428.672,393.5408,2144.469683,979.1025974,1062.770563,40116.02,1
312.891,28.524,2590.585,490.0847,2487.682901,230.2944444,316.2194444,39772.2,0
11287.875,9309.945,68545.924,20106.115,71767.05124,13766.35292,25413.52557,40036.32,1
4267.572,5539.312,32039.86,1039.7982,29859.95011,-851.9861111,1348.136111,39430,0
76.978,1783.896,290217.126,-6023.367,271708.3103,-46453.8697,23078.53434,39668.84,1
2052.048,666.782,16166.808,3557.9686,13535.41645,1331.286667,3549.09,39726.63,1
468.914,0,3990.086,1477.7858,3925.976807,606.965,2039.460833,39611.54,0
6486.779,0,61106.221,25334.4324,62987.67914,32051.4425,33927.015,39993.73,1
982.603,2606.496,11575.901,-3759.8536,9978.964252,-3559.8,7189.433333,40152.53,1
1222.182,231.974,6783.509,2861.1209,7486.567118,1843.754444,3412.880278,40005.12,0
3548.447,4.24,29115.313,10133.2397,29493.36512,837.7089286,1473.517262,39926.89,0
7776.649,0,59917.351,35133.9329,57424.53729,5461.27702,9159.941667,39934.06,1
11827.771,513.283,36237.79,22901.9322,42447.69622,17103.28396,23313.05184,40404.27,1
22991.583,22.728,46831.689,61764.1754,65307.68815,30647.48939,40742.60909,40210.44,0
915.248,85.399,2360.353,2449.2565,2919.834806,1027.495333,865.2015556,39802.18,0
1915.558,552.052,14068.39,3022.7624,10958.55359,-177.1927273,1605.634381,39743.88,0
2558.917,8.015,12951.068,6505.9699,13675.64741,2729.12619,7651.782672,39891.51,1
67073.401,780.57,108692.249,93530.428,146326.6863,63448.26591,114147.8044,39957.72,1
22597.734,33.844,48967.422,62790.6972,65984.60687,31490.47045,40441.90318,39952.92,0
8418.203,18694.696,93485.854,-67908.2639,111584.5552,-32690.915,64246.71294,39765.93,0
751.987,17.346,3123.667,2995.5088,2435.152728,717.810101,2568.105556,39634.63,0
487.969,181.937,2718.871,958.7673,2838.057484,1015.056439,1400.836881,39553.51,0
6187.744,5540.194,34388.808,6260.1427,33425.75971,2403.555556,8075.076389,39699.25,1
2404.948,84.523,21413.529,9621.844,19152.0156,578.4796825,8016.837083,39736.49,1
602.702,877.025,10608.273,-334.4767,10991.85332,-550.2366667,4049.082222,39578.59,0
2852.766,0,77741.234,16355.8584,60349.06269,17472.5,17476.5,39801.96,1
941.566,210.405,10971.029,1624.8112,9535.102,62.375,4771.145833,40037.51,1
80119.849,16104.235,238527.022,185628.5386,251245.7989,69272.77503,180888.416,39931.39,0
8546.118,491.241,61477.108,27578.6011,48131.95243,2962.323425,6095.400783,40123.83,1
19589.191,1047.715,123640.1,47199.6647,124618.3357,3460.431071,15110.0628,39978.44,0
22795.501,4303.711,106917.788,57570.2438,124124.6078,34832.01988,43293.92107,40002.21,1
236.489,2201.924,70788.587,-3806.8785,68404.19603,-14391.83333,33304.33125,39828.27,0
1170.025,215.304,7208.711,2607.7551,7017.81661,844.4964574,2671.856195,39746.09,0
8020.082,2100.57,84960.348,27676.2719,79989.37952,10649.58643,39409.01057,39850,1
877.523,3170.737,23677.74,-3617.7074,23750.9913,2338.39649,11316.43359,39717.47,0
16590.339,29585.015,265470.46,41877.1825,209544.7064,-33771.23163,193525.0993,38731.83,0
12955.509,14909.187,234758.311,14720.0842,228352.3197,34523.07772,90127.55207,38846.79,1
27879.775,2118.934,70828.341,68202.2939,90936.86877,38831.07197,55293.90795,38894.84,1
5678.867,4144.941,47456.702,17596.6242,39759.25475,2057.659037,28095.46952,38670.4,0
20561.144,1248.072,93167.784,73777.2814,99473.97842,32006.01358,83111.17682,38734.67,1
28126.214,1165.166,272773.916,155978.593,265707.1508,17421.30094,208949.7675,38850.22,1
15561.926,7789.802,114666.176,37126.2486,119911.1074,19742.9008,48532.5496,39051.64,1
89959.156,1962.908,308498.936,224827.9054,274988.1112,126856.0361,139267.3629,39091.59,1
53525.024,8884.188,137491.788,97118.1864,159904.3681,65565.85577,68372.49088,38953.25,0
56696.245,1249.243,436354.512,208980.1906,427848.6307,81935.7184,233396.9388,39030.61,1
5597.857,1963.148,55144.995,9093.1603,53217.87207,-3962.949798,40547.38169,39103.23,1
14300.754,51004.447,140866.435,-24098.94,177475.4033,19800.34846,28736.90377,39901,1
4698.338,1949.437,273372.421,7222.1619,224178.1397,6209.417219,14876.70809,40691.14,1
10225.634,5601.373,57671.94,16371.5428,64223.34319,5758.00316,21538.85418,41246.7,1
9007.634,1693.663,56844.859,15673.0861,57826.19567,11102.82154,34331.01361,41384.94,1
25842.689,11166.01,56693.04,31106.8612,84174.61037,-4232.319394,23215.52924,42234.89,1
0,0,0,0,0,0,0,41928.01,0
0,0,0,0,0,0,0,42015.53,1
0,0,0,0,0,0,0,41973.73,0
0,0,0,0,0,0,0,41834.05,0
0,0,0,0,0,0,0,41850.61,1
0,0,0,0,0,0,0,41701.76,0
0,0,0,0,0,0,0,41545.2,0
0,0,0,0,0,0,0,41567.79,1
0,0,0,0,0,0,0,41724.14,1
0,0,0,0,0,0,0,41666.31,0
0,0,0,0,0,0,0,41819.95,1
0,0,0,0,0,0,0,41614.99,0
0,0,0,0,0,0,0,41677.69,1
0,0,0,0,0,0,0,41417.24,0
0,0,0,0,0,0,0,41424.48,1
0,0,0,0,0,0,0,41582.93,1
0,0,0,0,0,0,0,41318.87,0
0,0,0,0,0,0,0,41204.26,0
0,0,0,0,0,0,0,41412.68,1
0,0,0,0,0,0,0,41335.16,0
0,0,0,0,0,0,0,41537.61,1
0,0,0,0,0,0,0,42007.38,1
0,0,0,0,0,0,0,41908.06,0
0,0,0,0,0,0,0,41490.13,0
0,0,0,0,0,0,0,41725.24,1
0,0,0,0,0,0,0,41749.34,1
0,0,0,0,0,0,0,41850.15,1
0,0,0,0,0,0,0,42478,1
0,0,0,0,0,0,0,42087.14,0
0,0,0,0,0,0,0,41854.98,0
0,0,0,0,0,0,0,41751.65,0
0,0,0,0,0,0,0,41716.6,0
0,0,0,0,0,0,0,41779.99,1
0,0,0,0,0,0,0,41927.68,1
0,0,0,0,0,0,0,41518.04,0
0,0,0,0,0,0,0,41613.4,1
0,0,0,0,0,0,0,41577.6,0
0,0,0,0,0,0,0,41419.97,0
0,0,0,0,0,0,0,41353.05,0
0,0,0,0,0,0,0,41322.05,0
0,0,0,0,0,0,0,41287.5,0
0,0,0,0,0,0,0,41095.91,0
0,0,0,0,0,0,0,41057.48,0
0,0,0,0,0,0,0,41260,1
0,0,0,0,0,0,0,41284.19,1
0,0,0,0,0,0,0,41108.51,0
0,0,0,0,0,0,0,40258.64,0
0,0,0,0,0,0,0,39839,0
0,0,0,0,0,0,0,39515.04,0
0,0,0,0,0,0,0,39619.21,1
0,0,0,0,0,0,0,39792.8,1
0,0,0,0,0,0,0,39800,1
0,0,0,0,0,0,0,39672.15,0
0,0,0,0,0,0,0,39743.57,1
0,0,0,0,0,0,0,40280.48,1
0,0,0,0,0,0,0,40127.83,0
0,0,0,0,0,0,0,39523.78,0
0,0,0,0,0,0,0,39633.14,1
0,0,0,0,0,0,0,39717.15,1
0,0,0,0,0,0,0,39554.42,0
0,0,0,0,0,0,0,39283.11,0
0,0,0,0,0,0,0,39590.72,1
0,0,0,0,0,0,0,39640.94,1
0,0,0,0,0,0,0,39717.45,1
0,0,0,0,0,0,0,39823.45,1
0,0,0,0,0,0,0,39697.31,0
0,0,0,0,0,0,0,39646.44,0
0,0,0,0,0,0,0,39189.39,0
0,0,0,0,0,0,0,38861.23,0
0,0,0,0,0,0,0,39213.46,1
0,0,0,0,0,0,0,39431.95,1
0,0,0,0,0,0,0,39165.55,0
0,0,0,0,0,0,0,39339.6,1
0,0,0,0,0,0,0,38826.19,0
0,0,0,0,0,0,0,38923.59,1
0,0,0,0,0,0,0,38641.56,0
0,0,0,0,0,0,0,38321.98,0
0,0,0,0,0,0,0,38256.58,0
0,0,0,0,0,0,0,38374.75,1
0,0,0,0,0,0,0,38606.22,1
0,0,0,0,0,0,0,38523.75,0
0,0,0,0,0,0,0,38626.67,1
0,0,0,0,0,0,0,38731.07,1
0,0,0,0,0,0,0,38495.99,0
0,0,0,0,0,0,0,38421.18,0
0,0,0,0,0,0,0,38452.79,1
0,0,0,0,0,0,0,38242.79,0
0,0,0,0,0,0,0,38151.41,0
0,0,0,0,0,0,0,38394.66,1
0,0,0,0,0,0,0,38003.02,0
0,0,0,0,0,0,0,38199.47,1
0,0,0,0,0,0,0,37984.63,0
0,0,0,0,0,0,0,38058.53,1
0,0,0,0,0,0,0,38319.7,1
0,0,0,0,0,0,0,38327.8,1
0,0,0,0,0,0,0,38177.07,0
0,0,0,0,0,0,0,38392.2,1
0,0,0,0,0,0,0,38329.57,0
0,0,0,0,0,0,0,38078.27,0
0,0,0,0,0,0,0,37945.95,0
0,0,0,0,0,0,0,37955.79,1
0,0,0,0,0,0,0,37977.76,1
0,0,0,0,0,0,0,37785.43,0
0,0,0,0,0,0,0,37802.03,1
0,0,0,0,0,0,0,37728.76,0
0,0,0,0,0,0,0,37812.3,1
0,0,0,0,0,0,0,38085.67,1
0,0,0,0,0,0,0,38147.06,1
0,0,0,0,0,0,0,38854.38,1
0,0,0,0,0,0,0,39027.52,1
0,0,0,0,0,0,0,39131.51,1
0,0,0,0,0,0,0,39307.38,1
0,0,0,0,0,0,0,39475.4,1
0,0,0,0,0,0,0,39394.84,0
0,0,0,0,0,0,0,39581.75,1
0,0,0,0,0,0,0,39751.38,1
38.656,15.99,7001.354,165.6552,4825.028611,-894.8777778,2278.806944,39733,0
34.401,52374.99,714503.609,-411555.4164,456827.1329,142965.5382,334071.2273,39844.97,1
185.534,145.566,1915.9,106.2764,2005.987203,361.3770202,730.328824,39734.72,0
2835.267,9.834,15649.899,4696.535,14976.03087,630.455,14781.11667,39741.12,1
1655.477,3993.57,18556.953,-4162.5082,20797.57406,-3520.17,11861.66907,39557.04,0
15165.868,408.432,84862.7,46659.5648,65506.11219,32199.81333,65233.63333,39505.87,0
98.401,59.748,1900.851,123.3789,1854.124328,-82.27785714,1290.317619,39386.08,0
5009.799,5609.049,28189.513,2261.8087,26144.2745,1361.771429,4070.742857,39440.16,1
21172.358,4.16,41753.482,56843.475,59290.69697,29259.18333,37776.48333,39371.86,0
3799.045,43.158,17130.797,7125.532,19020.9071,-178.5204167,1270.108843,39346.48,0
185.241,176.733,12769.026,-142.7223,11932.77417,-142.55,2126.766667,39086.66,0
28239.028,116.605,33761.367,53950.5482,48049.56507,28965.95541,18768.99582,38864.34,0
74.269,475.696,6555.035,-517.4389,5947.287519,-340.8333333,2805.3,38473.23,0
787.293,11.825,5019.882,2027.2857,4665.117545,882.2401515,1300.24032,38010.87,0
42005.219,21953.055,202685.667,120508.9353,202892.4735,261056.8916,81370.14367,38033.06,1
35080.498,6085.566,122921.298,87870.4952,141065.411,33687.35833,76152.46042,38017.87,0
9787.534,18.544,106944.922,35436.549,105283.0387,14319.75141,17574.21497,38038.65,1
236.966,78.9,4292.932,223.6568,3931.173708,305.8583333,548.0277778,38025.9,0
1512.29,1043.588,28057.854,2015.0542,27311.22219,1423.856061,2915.218182,39038.86,1
4725.731,5805.889,48672.505,1899.4457,41567.50616,2288.766667,6770.933333,38787.62,0
5502.458,18.368,32888.174,9616.8357,30855.22753,6437.440584,10704.56544,39806.83,1
106681.325,9363.666,1484700.009,505375.9659,1370239.883,748304.8054,1493552.526,40737.39,1
10241.851,1688.144,66735.005,28564.8356,71572.75251,37241.57121,41883.46515,40896.8,1
6719.324,33.033,76683.643,25141.0383,74659.646,31569.16502,32424.30072,40695.28,0
312.411,12.046,6215.543,1249.2962,5862.451841,350.2985714,867.9903175,40905.24,1
257.715,75.12,4355.003,376.8861,4254.524211,153.4025,304.5925,40948.84,1
1207.81,90.644,11613.546,2305.8834,11587.13057,-41.76590909,3430.913636,40960.53,1
8093.898,0,53421.102,19207.4921,57454.44523,191.5272727,633.1333333,40894.67,0
9.654,55.272,12874.074,-195.1056,11588.37522,-140.9318182,564.7272727,40081.09,0
9705.488,0,93152.512,32259.423,95102.76898,42366.8,34899.6,40622.7,1
1109.086,1.081,3784.81,4102.2562,4158.41214,2745.39055,1743.722403,40348.27,0
91.811,105.388,1229.593,-76.2867,1276.799205,58.77613636,555.9954545,40243.08,0
25409.429,6475.064,71074.874,55839.8385,84723.10944,18609.975,31605.88194,40197.27,0
538.872,140.617,2869.511,1659.1904,3089.187716,1360.509394,1358.953333,40549.6,1
1817.104,31.308,8571.588,5109.0556,8331.548079,1870.447619,3348.848333,41039.94,1
2277.366,1438.475,15752.434,2939.6926,16380.70641,3532.347348,11313.92311,40742.54,0
23210.529,1.472,236921.999,61938.3647,232027.4454,81506.84238,140376.4957,40974.53,1
6437.593,484.806,34380.871,15921.972,32877.94438,7037.975,25194.825,40615.25,0
8880.499,170.681,21683.619,17974.3668,25049.60303,8447.653896,18945.91271,40694.73,1
686.572,0,8360.428,1247.168,8088.532538,1210.421429,1715.267857,40516.78,0
11928.632,156.13,67360.295,46038.5728,71733.85654,35081.68389,33805.66278,40792.17,1
3026.506,272.452,35686.042,11195.2347,35832.21983,10665.53431,10292.63208,40965.43,1
657.133,660.575,6164.292,-935.9556,6685.494652,325.3199286,2132.812024,40800.08,0
7915.413,776.594,87970.85,24824.0277,87313.95561,33375.395,35361.9,42193.65,1
13471.649,1087.077,96144.842,31629.5692,100573.3673,2292.04026,44876.68587,42544.96,1
9310.072,11294.589,108620.412,-13539.4887,115835.449,-24315.6229,59534.29827,42894.94,1
584.697,388.794,11809.381,622.4243,10969.00142,1031.803535,2909.533345,42819.33,0
2057.991,1034.763,30256.338,3085.6667,28174.60968,-408.1133838,10482.18012,42913.5,1
5255.16,751.11,33640.73,14544.5286,35202.90977,4299.066667,8448.557143,42737.21,0
886.937,123.675,11258.388,2347.589,10951.59122,1278.82224,2975.182035,42470.74,0
11.989,518.59,86877.421,-1249.2305,79316.93303,15610.54242,15899.76364,42796.78,1
97.498,0,9019.502,279.6651,6600.242763,110.9348485,2014.510606,42856.59,1
258.426,17.8,5178.774,468.8574,4574.414553,394.7472727,703.655,43282.93,1
396.592,14.604,5942.804,552.3081,5595.409035,735.6147727,487.4909091,43232.21,0
53.099,21.836,61469.065,132.0011,48384.52802,121.5409091,525.0693603,43325.7,1
12.4,2.5,2121.1,41.8,1934.453307,123.8181818,250.2424242,43724.76,1
280.434,35.187,6534.313,1051.2084,6044.745451,355.1029762,932.5363095,43321.49,0
1632.857,191.152,9617.153,6454.2147,9880.013931,1355.983636,3292.14303,43439.32,1
5881.101,5604.375,35580.899,7058.9098,30201.4438,2350.678333,5294.907619,43265.5,0
51.876,14.655,5123.518,190.5696,4508.943304,-361.9279221,3015.245022,43248.92,0
3001.026,453.792,7696.182,7023.5611,8827.403266,554.9197374,5292.455717,43506.54,1
3416.828,422.224,23505.948,7115.6945,21109.92654,2610.492525,5417.991566,43682.25,1
108.364,63.336,956.3,155.6648,1035.373438,226.2681818,340.0272727,43704.41,1
12512.265,4259.79,65450.945,47497.7424,73927.17967,7313.090368,55632.10613,43856.39,1
314.546,51.454,8915,470.8113,8379.18426,689.8095022,2412.080123,43577.05,0
582.403,190.868,85929.452,1852.6386,79185.20132,1706.943139,2637.044906,43231.15,0
7125.317,5671.128,50486.93,10478.0748,47044.77658,-1758.764141,7351.581566,43545.39,1
4871,6022.402,28574.974,1878.156,31099.06426,-178.119329,7830.404841,43423.61,0
10.035,0,205.965,30.8259,198.479165,13.23333333,45.56666667,43768.14,1
1485.444,26.458,10707.098,7795.085,8564.226386,1924.026017,5616.075931,43469.26,0
24862.98,3327.707,49336.958,64518.3912,71731.48414,22440.48094,42159.30994,43593.75,1
25854.67,0,47475.33,60280.0456,68399.47451,35046.18485,46799.67311,44015.1,1
422.141,0,16176.859,1365.8226,13002.67207,136.9190476,1832.099603,43983.09,0
1159.406,213.95,4122.644,2956.965,4863.990941,-39.45,2522.244444,43588.75,0
216.942,0,787.058,560.282,866.1717509,216.3272727,493.8159091,44096.68,1
2045.397,55.124,9521.479,5147.0326,10632.70104,2911.116667,4363.366667,44612.94,1
22715.4,8223.202,94312.213,55483.3639,99943.66627,60191.52571,64774.43108,44627.86,1
1434.368,1749.183,22279.449,-1401.6927,22839.78694,-313.7835227,6031.111174,44165.76,0
2749.729,43.269,25903.002,9511.9664,22905.85222,-1361.365,5221.491667,43986.26,0
5794.527,49132.963,100245.51,-73568.9641,104263.3889,21310.40712,85467.84735,44379.87,1
64510.773,0,205259.227,85070.6587,239481.1346,6175.93869,7407.147024,44389.66,1
2807.88,2402.8,35500.815,7204.9392,36325.46425,7218.570635,14501.96002,44798.83,1
2530.585,6750.776,34345.639,-12299.6241,38829.82337,4575.588485,16028.68708,45098.44,1
52035.248,5865.859,168187.268,136639.5191,187504.7017,63178.25886,94461.85681,44851.07,0
5576.698,292.084,66190.255,18215.9399,64464.33804,9379.702782,40691.98737,44444,0
16594.075,5935.637,125042.663,37699.9645,108961.3492,-1149.561909,30778.99849,44722.05,1
1048.888,457.4,13139.712,1965.0658,12821.11424,519.6863095,1671.437004,44416.6,0
2600.589,2431.069,35841.481,2859.6271,37048.28313,4272.982143,19985.24087,44507.91,1
34607.479,2633.276,344135.245,128487.8754,331347.8309,60621.14826,110976.5783,45056.94,1
8039.886,214.111,86823.388,16252.8981,81103.96309,15063.95814,18642.26845,44771.38,0
43266.789,10189.778,222833.571,85519.9982,188176.5192,-26436.84009,78650.713,43943.33,0
6262.088,5894.522,65509.89,-6317.6111,66575.03019,3159.032985,14129.65706,44008.35,1
4665.273,293.24,141550.487,12608.577,134444.112,10386.6107,17820.48043,43739.17,0
22805.03,3516.521,69165.28,41792.0018,82580.61477,7147.766335,20675.40616,43709.09,0
4475.665,576.08,28435.255,11370.5627,29842.75471,4417.130938,8940.467756,43653.5,0
18462.846,274.638,72261.884,43348.3873,81868.0558,835.0103463,4198.629264,43743.7,1
37812.687,1770.41,108187.946,94777.9394,111911.0513,47957.61181,72405.98915,43882.74,1
46000.926,2891.551,101280.523,95270.1564,132764.5303,71910.26623,92991.89102,44288.91,1
12067.883,404.553,42371.632,26061.407,49674.67132,2851.590459,5712.782054,44228.83,0
4143.118,77.083,1495313.799,11544.6286,1384009.479,5418.615007,10358.48981,43858.42,0
9547.615,4465.785,286093.599,10991.9413,260737.8181,5119.756169,51533.64472,43194.02,0
29953.996,4988.397,100505.687,60646.1544,122124.6274,13027.88293,73630.07591,43144.63,0
993.723,109.648,7141.624,3069.6694,6415.034026,1503.318701,3106.892143,43516.35,1
14791.951,291.41,1524594.639,82435.034,1401841.054,-116245.5627,867074.0968,43530.05,1
467.11,31.249,13572.674,1348.4809,12261.75921,1985.680866,6622.884037,43619.35,1
22500.075,5281.684,80259.404,49639.0203,100551.5624,30366.38182,52112.49773,43595.75,0
5337.016,7845.882,39829.475,-341.2148,37774.15557,318.5555556,6503.338333,43491.07,0
4721.888,452.39,20232.731,15935.2284,21826.5881,5283.314949,12083.74215,43831.32,1
1384.35,1494.217,28824.433,-1544.5457,28623.78665,1372.05776,2659.430202,43772.38,0
4615.237,42843.531,132166.79,-68416.2392,164693.2296,11429.46041,24980.59308,44895.02,1
129129.812,6793.27,1236325.889,307003.9499,1249633.783,381671.6778,154743.1939,45663.15,1
10955.27,14123.569,87224.059,-11296.3781,87663.42518,11159.73203,53762.11286,45990.04,1
