W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,close,change
0,0,0,0,0,0,0,49152.28,1
0,0,0,0,0,0,0,48786.95,0
0,0,0,0,0,0,0,48843.17,1
0,0,0,0,0,0,0,49754,1
0,0,0,0,0,0,0,50546.46,1
0,0,0,0,0,0,0,50520.82,0
0,0,0,0,0,0,0,50691.49,1
0,0,0,0,0,0,0,50297.19,0
0,0,0,0,0,0,0,49674.16,0
0,0,0,0,0,0,0,50428.52,1
0,0,0,0,0,0,0,50495.9,1
0,0,0,0,0,0,0,50444.84,0
0,0,0,0,0,0,0,49745.64,0
0,0,0,0,0,0,0,49009.6,0
0,0,0,0,0,0,0,49630.09,1
0,0,0,0,0,0,0,50313.11,1
0,0,0,0,0,0,0,51531.43,1
0,0,0,0,0,0,0,51367.26,0
0,0,0,0,0,0,0,50888.97,0
0,0,0,0,0,0,0,50849.47,0
0,0,0,0,0,0,0,50648.57,0
0,0,0,0,0,0,0,49545.47,0
0,0,0,0,0,0,0,49601.25,1
0,0,0,0,0,0,0,49475.26,0
0,0,0,0,0,0,0,49150,0
0,0,0,0,0,0,0,48032.41,0
0,0,0,0,0,0,0,48202.38,1
0,0,0,0,0,0,0,47088.58,0
0,0,0,0,0,0,0,46839,0
0,0,0,0,0,0,0,46372.16,0
0,0,0,0,0,0,0,47363.94,1
0,0,0,0,0,0,0,47357.13,0
0,0,0,0,0,0,0,47006.33,0
0,0,0,0,0,0,0,45536.51,0
0,0,0,0,0,0,0,46080.97,1
0,0,0,0,0,0,0,44928.36,0
0,0,0,0,0,0,0,45678.08,1
0,0,0,0,0,0,0,46426.48,1
0,0,0,0,0,0,0,46733.1,1
0,0,0,0,0,0,0,46432.47,0
0,0,0,0,0,0,0,46817.01,1
0,0,0,0,0,0,0,45907.9,0
0,0,0,0,0,0,0,46900,1
0,0,0,0,0,0,0,47651.72,1
0,0,0,0,0,0,0,48129.89,1
0,0,0,0,0,0,0,47675.02,0
0,0,0,0,0,0,0,47309.17,0
0,0,0,0,0,0,0,46900,0
0,0,0,0,0,0,0,46239.5,0
0,0,0,0,0,0,0,45680.19,0
0,0,0,0,0,0,0,45519.36,0
0,0,0,0,0,0,0,46314.83,1
0,0,0,0,0,0,0,47539.11,1
0,0,0,0,0,0,0,47755.43,1
0,0,0,0,0,0,0,47350.15,0
0,0,0,0,0,0,0,47424.12,1
0,0,0,0,0,0,0,47669.58,1
0,0,0,0,0,0,0,47803.68,1
0,0,0,0,0,0,0,47526.56,0
0,0,0,0,0,0,0,47190,0
0,0,0,0,0,0,0,46613.84,0
0,0,0,0,0,0,0,46681.15,1
0,0,0,0,0,0,0,46783.65,1
0,0,0,0,0,0,0,47305.33,1
0,0,0,0,0,0,0,47420.69,1
0,0,0,0,0,0,0,47471.83,1
0,0,0,0,0,0,0,47099.93,0
0,0,0,0,0,0,0,46582.36,0
0,0,0,0,0,0,0,46925.21,1
0,0,0,0,0,0,0,47097.4,1
0,0,0,0,0,0,0,47167.77,1
0,0,0,0,0,0,0,47454.91,1
0,0,0,0,0,0,0,47121.52,0
0,0,0,0,0,0,0,46850.86,0
0,0,0,0,0,0,0,45890.49,0
0,0,0,0,0,0,0,46109.98,1
0,0,0,0,0,0,0,46412.54,1
0,0,0,0,0,0,0,46510.66,1
0,0,0,0,0,0,0,45440.27,0
0,0,0,0,0,0,0,44705.99,0
0,0,0,0,0,0,0,44395.02,0
0,0,0,0,0,0,0,44803.79,1
0,0,0,0,0,0,0,44402.41,0
0,0,0,0,0,0,0,44429.45,1
0,0,0,0,0,0,0,44893.58,1
0,0,0,0,0,0,0,45101,1
0,0,0,0,0,0,0,45212.06,1
0,0,0,0,0,0,0,45285.35,1
0,0,0,0,0,0,0,44776.65,0
0,0,0,0,0,0,0,44206.29,0
510.202,0,3173.798,1260.8851,2981.128749,1466.375,3272.25,44584.98,1
996.823,282.528,3006.649,1308.7736,3433.097019,777.9181818,1614.416667,43418.02,0
13.658,2.32,4807.022,31.2132,4410.34977,12.52916667,30.14166667,43597.73,1
159.954,0,885.046,212.0145,965.1272478,0,0,43165.78,0
0.744,0,184.256,1.5318,153.8773641,19.17939394,80.93575758,43724.75,1
1026.639,5.49,4153.871,2393.2791,4646.257379,133,152,44504.99,1
0,0,1333,0,880.6993854,121,1210,44956.36,1
1.313,0.267,31.417,3.4434,30.60581732,1.296,1.154,45254.61,1
66.78,0,248.22,196.8435,238.0444837,57.75,159.25,45265.48,1
153.14,15.048,3762.812,300.596,3460.877588,0,5.066666667,45240.96,0
0,0,0,0,0,0,0,46355.31,1
0,0,0,0,0,0,0,46268.67,0
0,0,0,0,0,0,0,46524.71,1
0,0,0,0,0,0,0,46380,0
0,0,0,0,0,0,0,46495.37,1
0,0,0,0,0,0,0,46247.08,0
0,0,0,0,0,0,0,45900.59,0
0,0,0,0,0,0,0,46322.61,1
0,0,0,0,0,0,0,47075.67,1
0,0,0,0,0,0,0,47411.67,1
0,0,0,0,0,0,0,47678.49,1
0,0,0,0,0,0,0,47859.46,1
0,0,0,0,0,0,0,48016.49,1
0,0,0,0,0,0,0,47903.14,0
0,0,0,0,0,0,0,48171.84,1
0,0,0,0,0,0,0,49302.89,1
0,0,0,0,0,0,0,49149.91,0
0,0,0,0,0,0,0,48622.83,0
0,0,0,0,0,0,0,48534.26,0
0,0,0,0,0,0,0,48299.41,0
0,0,0,0,0,0,0,48588.59,1
0,0,0,0,0,0,0,48861.48,1
0,0,0,0,0,0,0,49177.18,1
0,0,0,0,0,0,0,49629.33,1
0,0,0,0,0,0,0,49477.94,0
0,0,0,0,0,0,0,49436.69,0
0,0,0,0,0,0,0,49314.43,0
0,0,0,0,0,0,0,49007.1,0
0,0,0,0,0,0,0,49191.22,1
0,0,0,0,0,0,0,48719.33,0
0,0,0,0,0,0,0,48689.56,0
0,0,0,0,0,0,0,48419.78,0
0,0,0,0,0,0,0,48873.49,1
0,0,0,0,0,0,0,49185.97,1
0,0,0,0,0,0,0,48742,0
0,0,0,0,0,0,0,48914.81,1
0,0,0,0,0,0,0,48866.91,0
0,0,0,0,0,0,0,49031.93,1
0,0,0,0,0,0,0,48900,0
0,0,0,0,0,0,0,48714.58,0
0,0,0,0,0,0,0,47538.45,0
0,0,0,0,0,0,0,47916.35,1
0,0,0,0,0,0,0,47695.11,0
0,0,0,0,0,0,0,47461.11,0
0,0,0,0,0,0,0,47559.08,1
0,0,0,0,0,0,0,47451.11,0
0,0,0,0,0,0,0,47855.44,1
0,0,0,0,0,0,0,48516.35,1
0,0,0,0,0,0,0,48564.41,1
0,0,0,0,0,0,0,48891.97,1
0,0,0,0,0,0,0,48631,0
0,0,0,0,0,0,0,48739.17,1
0,0,0,0,0,0,0,49153.95,1
0,0,0,0,0,0,0,49115.15,0
0,0,0,0,0,0,0,49582.81,1
0,0,0,0,0,0,0,49800.41,1
0,0,0,0,0,0,0,50930.38,1
0,0,0,0,0,0,0,51520.22,1
0,0,0,0,0,0,0,51452.39,0
0,0,0,0,0,0,0,51689,1
0,0,0,0,0,0,0,52570.13,1
0,0,0,0,0,0,0,51549.4,0
0,0,0,0,0,0,0,50786.73,0
0,0,0,0,0,0,0,50786.39,0
0,0,0,0,0,0,0,51150,1
0,0,0,0,0,0,0,51355.52,1
0,0,0,0,0,0,0,51277.66,0
0,0,0,0,0,0,0,50874.65,0
0,0,0,0,0,0,0,50520.23,0
0,0,0,0,0,0,0,50942.58,1
0,0,0,0,0,0,0,50600,0
0,0,0,0,0,0,0,50379.68,0
0,0,0,0,0,0,0,50929.61,1
0,0,0,0,0,0,0,51555,1
0,0,0,0,0,0,0,50808,0
0,0,0,0,0,0,0,49575.87,0
0,0,0,0,0,0,0,49038.2,0
0,0,0,0,0,0,0,49685.46,1
0,0,0,0,0,0,0,49425.59,0
0,0,0,0,0,0,0,49726.16,1
0,0,0,0,0,0,0,50247.2,1
0,0,0,0,0,0,0,49100,0
0,0,0,0,0,0,0,49235.19,1
0,0,0,0,0,0,0,49366.05,1
0,0,0,0,0,0,0,49392.64,1
0,0,0,0,0,0,0,49670.89,1
0,0,0,0,0,0,0,49411.91,0
0,0,0,0,0,0,0,49441.29,1
0,0,0,0,0,0,0,49718.63,1
0,0,0,0,0,0,0,48502.26,0
0,0,0,0,0,0,0,47566.05,0
0,0,0,0,0,0,0,47976.5,1
0,0,0,0,0,0,0,48208,1
0,0,0,0,0,0,0,47900,0
0,0,0,0,0,0,0,48250,1
0,0,0,0,0,0,0,48360.5,1
0,0,0,0,0,0,0,46794.45,0
0,0,0,0,0,0,0,46683.32,0
0,0,0,0,0,0,0,47127.27,1
0,0,0,0,0,0,0,47324.94,1
0,0,0,0,0,0,0,46694.17,0
0,0,0,0,0,0,0,47139.52,1
0,0,0,0,0,0,0,47424.61,1
0,0,0,0,0,0,0,47434.13,1
0,0,0,0,0,0,0,46602.32,0
0,0,0,0,0,0,0,47034.62,1
0,0,0,0,0,0,0,47072.84,1
0,0,0,0,0,0,0,47527.88,1
0,0,0,0,0,0,0,47650,1
0,0,0,0,0,0,0,48086.81,1
0,0,0,0,0,0,0,48121.14,1
0,0,0,0,0,0,0,47864.27,0
0,0,0,0,0,0,0,47646.13,0
0,0,0,0,0,0,0,48101.42,1
0,0,0,0,0,0,0,48498.21,1
0,0,0,0,0,0,0,49309.14,1
0,0,0,0,0,0,0,49198.45,0
0,0,0,0,0,0,0,49056.78,0
0,0,0,0,0,0,0,49117.34,1
0,0,0,0,0,0,0,48739.21,0
0,0,0,0,0,0,0,48837.68,1
0,0,0,0,0,0,0,48696.37,0
0,0,0,0,0,0,0,48699.52,1
0,0,0,0,0,0,0,48613.53,0
0,0,0,0,0,0,0,48475.47,0
0,0,0,0,0,0,0,48481.45,1
0,0,0,0,0,0,0,48938.7,1
0,0,0,0,0,0,0,48835.25,0
0,0,0,0,0,0,0,48656.2,0
0,0,0,0,0,0,0,48333.9,0
0,0,0,0,0,0,0,48051.74,0
0,0,0,0,0,0,0,48149.9,1
0,0,0,0,0,0,0,47616.51,0
0,0,0,0,0,0,0,47335.45,0
0,0,0,0,0,0,0,47598.4,1
0,0,0,0,0,0,0,47300.48,0
0,0,0,0,0,0,0,47798.59,1
0,0,0,0,0,0,0,48282.95,1
0,0,0,0,0,0,0,48505.9,1
0,0,0,0,0,0,0,48368,0
0,0,0,0,0,0,0,48564.26,1
0,0,0,0,0,0,0,48600,1
0,0,0,0,0,0,0,48951.49,1
0,0,0,0,0,0,0,48904.63,0
0,0,0,0,0,0,0,49214.7,1
0,0,0,0,0,0,0,49143.44,0
0,0,0,0,0,0,0,49582.61,1
0,0,0,0,0,0,0,49572.22,0
0,0,0,0,0,0,0,49459.49,0
0,0,0,0,0,0,0,49368.82,0
0,0,0,0,0,0,0,49483.78,1
0,0,0,0,0,0,0,50058.25,1
0,0,0,0,0,0,0,50400,1
0,0,0,0,0,0,0,50975.57,1
0,0,0,0,0,0,0,50604.35,0
0,0,0,0,0,0,0,50717.65,1
0,0,0,0,0,0,0,50786.71,1
0,0,0,0,0,0,0,50809.21,1
0,0,0,0,0,0,0,50669.19,0
0,0,0,0,0,0,0,50575.85,0
0,0,0,0,0,0,0,51051.5,1
0,0,0,0,0,0,0,51050,0
0,0,0,0,0,0,0,50401.04,0
0,0,0,0,0,0,0,50397.84,0
0,0,0,0,0,0,0,50060.14,0
0,0,0,0,0,0,0,50112,1
0,0,0,0,0,0,0,50547.76,1
0,0,0,0,0,0,0,50967.3,1
0,0,0,0,0,0,0,51480.4,1
0,0,0,0,0,0,0,51571.4,1
0,0,0,0,0,0,0,50748.3,0
0,0,0,0,0,0,0,50608.16,0
0,0,0,0,0,0,0,50483.7,0
0,0,0,0,0,0,0,50804.23,1
0,0,0,0,0,0,0,50306.59,0
0,0,0,0,0,0,0,49800,0
0,0,0,0,0,0,0,49918.96,1
0,0,0,0,0,0,0,49915.52,0
0,0,0,0,0,0,0,50102.58,1
0,0,0,0,0,0,0,50507.95,1
0,0,0,0,0,0,0,50268.1,0
0,0,0,0,0,0,0,50999.7,1
0,0,0,0,0,0,0,50751.06,0
0,0,0,0,0,0,0,51105.39,1
0,0,0,0,0,0,0,50682.18,0
0,0,0,0,0,0,0,50836.07,1
0,0,0,0,0,0,0,50793.13,0
0,0,0,0,0,0,0,51351.43,1
0,0,0,0,0,0,0,51792.7,1
0,0,0,0,0,0,0,51865.52,1
0,0,0,0,0,0,0,51628.9,0
0,0,0,0,0,0,0,52427.8,1
0,0,0,0,0,0,0,52027.83,0
0,0,0,0,0,0,0,53524.3,1
0,0,0,0,0,0,0,53598.88,1
0,0,0,0,0,0,0,53898.28,1
0,0,0,0,0,0,0,53703.08,0
0,0,0,0,0,0,0,54321.69,1
0,0,0,0,0,0,0,53845.8,0
0,0,0,0,0,0,0,53549.75,0
0,0,0,0,0,0,0,54058.35,1
0,0,0,0,0,0,0,54143.42,1
0,0,0,0,0,0,0,54178.73,1
0,0,0,0,0,0,0,54252.43,1
0,0,0,0,0,0,0,53758.85,0
0,0,0,0,0,0,0,54820,1
0,0,0,0,0,0,0,54475.97,0
0,0,0,0,0,0,0,54106.57,0
0,0,0,0,0,0,0,54108.69,1
0,0,0,0,0,0,0,53810.26,0
0,0,0,0,0,0,0,53923.77,1
0,0,0,0,0,0,0,54140.67,1
0,0,0,0,0,0,0,54377.22,1
0,0,0,0,0,0,0,54333.84,0
0,0,0,0,0,0,0,54835.87,1
0,0,0,0,0,0,0,54929.02,1
0,0,0,0,0,0,0,55551.19,1
0,0,0,0,0,0,0,54715.87,0
0,0,0,0,0,0,0,53920.42,0
0,0,0,0,0,0,0,53474.83,0
0,0,0,0,0,0,0,53640.57,1
0,0,0,0,0,0,0,53684.64,1
0,0,0,0,0,0,0,53881.68,1
0,0,0,0,0,0,0,54212.31,1
0,0,0,0,0,0,0,54685.17,1
0,0,0,0,0,0,0,55237.04,1
0,0,0,0,0,0,0,54821.6,0
0,0,0,0,0,0,0,54855.34,1
0,0,0,0,0,0,0,55190.93,1
0,0,0,0,0,0,0,56301.54,1
0,0,0,0,0,0,0,56159.84,0
0,0,0,0,0,0,0,56409.71,1
0,0,0,0,0,0,0,57040,1
0,0,0,0,0,0,0,56882.26,0
0,0,0,0,0,0,0,56727.25,0
0,0,0,0,0,0,0,56749.9,1
0,0,0,0,0,0,0,56200,0
0,0,0,0,0,0,0,56898.5,1
0,0,0,0,0,0,0,56922.86,1
0,0,0,0,0,0,0,55852.29,0
0,0,0,0,0,0,0,55603.03,0
0,0,0,0,0,0,0,55810.44,1
0,0,0,0,0,0,0,56301,1
0,0,0,0,0,0,0,55983.07,0
0,0,0,0,0,0,0,55813.15,0
0,0,0,0,0,0,0,55187.6,0
0,0,0,0,0,0,0,55534.96,1
0,0,0,0,0,0,0,55007.93,0
0,0,0,0,0,0,0,54755.86,0
0,0,0,0,0,0,0,54472.64,0
0,0,0,0,0,0,0,55547.23,1
0,0,0,0,0,0,0,56277.92,1
0,0,0,0,0,0,0,56267.62,0
0,0,0,0,0,0,0,56936,1
0,0,0,0,0,0,0,56797.34,0
0,0,0,0,0,0,0,56351,0
0,0,0,0,0,0,0,56900.96,1
0,0,0,0,0,0,0,56837.7,0
0,0,0,0,0,0,0,57525.09,1
0,0,0,0,0,0,0,56851.17,0
0,0,0,0,0,0,0,57481.03,1
0,0,0,0,0,0,0,57600.37,1
25.926,0,148.074,47.5368,159.1417197,0,0,57950.09,1
1390.204,0,13588.796,1240.8413,13613.97287,0,0,57772.09,0
30.502,0,171.498,99.7678,171.4158094,60.6,161.6,57355.26,0
0,13.986,4520.014,-26.6706,3282.859912,7.611555556,77.52511111,56874.91,0
0.302,0,4626.698,0.9878,4292.404095,0.6,1.6,56973,1
42.242,0,3259.758,95.053,2980.557543,68.4,55.2,57093.92,1
106.868,18.004,13444.03,251.7972,11958.89995,380.15,4912.7,56711.43,0
173.432,0,5572.568,507.9795,4890.093263,-46.9,240.8,57152.34,1
0,0,0,0,0,0,0,57048.4,0
6.342,0,5851.658,20.7438,5275.39484,20.78831169,51.38571429,56686.73,0
853.385,74.88,7045.735,1881.7045,6190.938812,665.6785714,1661.428571,56565.53,0
71.624,32.028,332.348,101.3614,384.6726553,102.1333333,175.4833333,56534.89,0
2029.681,328.399,7500.253,4196.6859,6667.45913,-248.4,496.8,56727.09,1
1.785,266.434,7452.776,-633.5873,5933.952016,932.9812121,3015.421818,56485.74,0
39.591,303.322,6492.087,-651.0962,6118.652141,0,22.14285714,56384.29,0
81.83,64.386,573.784,17.2424,644.3694375,0,0,55699.05,0
38.775,0,236.225,146.2725,258.9774936,0,0,56209.62,1
7316.229,1.197,51062.569,18476.379,52709.44985,14478.96,26015.11222,57000.1,1
619.218,0,1834.782,1426.4925,1680.546361,6.24,21.06,57376.01,1
0,15979.86,66503.14,-49734.793,78207.52962,3592.75,35958.5,57140,0
23.38,0,116.62,53.452,126.8479633,0,0,57363.41,1
675.95,317.534,5058.516,1363.0432,5220.146747,1182.346667,2816.77,56938.34,0
5513.318,191.142,45492.54,11903.5713,27871.01908,-602.7,904.05,56727.7,0
621.322,328.399,4663.612,669.0729,4288.995934,258.325,993.35,56967.25,1
1199.95,0,4625.05,3709.9425,5334.449446,1165,1165,57187.33,1
568.259,328.399,2156.675,300.006,2771.82427,352.1333333,352.1333333,57271.04,1
0,0,0,0,0,0,0,56696.95,0
0,0,0,0,0,0,0,56404.37,0
0,0,0,0,0,0,0,56484.05,1
0,0,0,0,0,0,0,56698.9,1
0,0,0,0,0,0,0,56792.62,1
0,0,0,0,0,0,0,56734.15,0
0,0,0,0,0,0,0,56906.35,1
0,0,0,0,0,0,0,57357.71,1
0,0,0,0,0,0,0,57390.22,1
0,0,0,0,0,0,0,57573.96,1
0,0,0,0,0,0,0,59377.17,1
0,0,0,0,0,0,0,59843.59,1
0,0,0,0,0,0,0,59875.15,1
0,0,0,0,0,0,0,59934.55,1
0,0,0,0,0,0,0,59758.07,0
0,0,0,0,0,0,0,59662.79,0
0,0,0,0,0,0,0,59860.56,1
0,0,0,0,0,0,0,60338.94,1
0,0,0,0,0,0,0,60295.01,0
0,0,0,0,0,0,0,60790.56,1
0,0,0,0,0,0,0,61601.93,1
0,0,0,0,0,0,0,61091.94,0
0,0,0,0,0,0,0,61055.55,0
0,0,0,0,0,0,0,61165.19,1
0,0,0,0,0,0,0,61268.43,1
0,0,0,0,0,0,0,61079.39,0
0,0,0,0,0,0,0,61053.66,0
0,0,0,0,0,0,0,61366.78,1
0,0,0,0,0,0,0,61194.24,0
0,0,0,0,0,0,0,61037.86,0
0,0,0,0,0,0,0,60943.95,0
0,0,0,0,0,0,0,60462.33,0
0,0,0,0,0,0,0,60752.96,1
0,0,0,0,0,0,0,60923.45,1
0,0,0,0,0,0,0,60237.36,0
0,0,0,0,0,0,0,60319.67,1
0,0,0,0,0,0,0,60475.8,1
0,0,0,0,0,0,0,59992.3,0
0,0,0,0,0,0,0,60000.33,1
0,0,0,0,0,0,0,59680.03,0
0,0,0,0,0,0,0,59528.53,0
0,0,0,0,0,0,0,59696.59,1
0,0,0,0,0,0,0,60161.55,1
0,0,0,0,0,0,0,59914.15,0
0,0,0,0,0,0,0,60269.79,1
0,0,0,0,0,0,0,60077.32,0
0,0,0,0,0,0,0,60233.68,1
0,0,0,0,0,0,0,59016.39,0
0,0,0,0,0,0,0,59490.73,1
0,0,0,0,0,0,0,60048.47,1
0,0,0,0,0,0,0,60034.58,0
0,0,0,0,0,0,0,60354.53,1
0,0,0,0,0,0,0,59777.56,0
0,0,0,0,0,0,0,58999.73,0
0,0,0,0,0,0,0,58738.16,0
0,0,0,0,0,0,0,57809.35,0
0,0,0,0,0,0,0,57734.43,0
0,0,0,0,0,0,0,55867.56,0
0,0,0,0,0,0,0,56378.54,1
0,0,0,0,0,0,0,56171.28,0
0,0,0,0,0,0,0,56476.54,1
0,0,0,0,0,0,0,56919.53,1
0,0,0,0,0,0,0,56171.63,0
0,0,0,0,0,0,0,56220.73,1
0,0,0,0,0,0,0,56307.74,1
0,0,0,0,0,0,0,56053.32,0
0,0,0,0,0,0,0,56165.96,1
0,0,0,0,0,0,0,56631.96,1
0,0,0,0,0,0,0,56421.11,0
0,0,0,0,0,0,0,56757.9,1
0,0,0,0,0,0,0,56147.09,0
0,0,0,0,0,0,0,55644.37,0
0,0,0,0,0,0,0,54065.71,0
0,0,0,0,0,0,0,54496.67,1
0,0,0,0,0,0,0,54588.75,1
0,0,0,0,0,0,0,54203.57,0
0,0,0,0,0,0,0,54396.14,1
0,0,0,0,0,0,0,54033.05,0
0,0,0,0,0,0,0,55035.91,1
0,0,0,0,0,0,0,55167.6,1
0,0,0,0,0,0,0,55931.43,1
0,0,0,0,0,0,0,55897.86,0
0,0,0,0,0,0,0,55802.02,0
0,0,0,0,0,0,0,55387.43,0
0,0,0,0,0,0,0,55101.61,0
0,0,0,0,0,0,0,55270.19,1
0,0,0,0,0,0,0,55650.46,1
0,0,0,0,0,0,0,55863.6,1
0,0,0,0,0,0,0,55680.27,0
0,0,0,0,0,0,0,55251.63,0
0,0,0,0,0,0,0,55346.42,1
0,0,0,0,0,0,0,55771.8,1
0,0,0,0,0,0,0,56401.9,1
0,0,0,0,0,0,0,56500.35,1
0,0,0,0,0,0,0,56267.81,0
0,0,0,0,0,0,0,56908.34,1
0,0,0,0,0,0,0,56553.54,0
0,0,0,0,0,0,0,56290.92,0
0,0,0,0,0,0,0,55806.51,0
0,0,0,0,0,0,0,55486.61,0
0,0,0,0,0,0,0,55586.56,1
0,0,0,0,0,0,0,56003.39,1
0,0,0,0,0,0,0,56350.94,1
0,0,0,0,0,0,0,55844.11,0
0,0,0,0,0,0,0,55791.13,0
0,0,0,0,0,0,0,54789.53,0
0,0,0,0,0,0,0,55066.65,1
0,0,0,0,0,0,0,54841.8,0
0,0,0,0,0,0,0,55183.38,1
0,0,0,0,0,0,0,55151.77,0
0,0,0,0,0,0,0,54579.12,0
0,0,0,0,0,0,0,54981.06,1
0,0,0,0,0,0,0,55294.66,1
0,0,0,0,0,0,0,55580.89,1
0,0,0,0,0,0,0,57635.96,1
0,0,0,0,0,0,0,57909.51,1
0,0,0,0,0,0,0,57749.78,0
0,0,0,0,0,0,0,58473.43,1
0,0,0,0,0,0,0,58300.23,0
0,0,0,0,0,0,0,58901.8,1
0,0,0,0,0,0,0,58928.67,1
0,0,0,0,0,0,0,59044.54,1
0,0,0,0,0,0,0,58997.12,0
0,0,0,0,0,0,0,58695.97,0
0,0,0,0,0,0,0,58830.71,1
0,0,0,0,0,0,0,59000.14,1
0,0,0,0,0,0,0,58922.33,0
0,0,0,0,0,0,0,58355.19,0
0,0,0,0,0,0,0,57999.43,0
0,0,0,0,0,0,0,58423.49,1
0,0,0,0,0,0,0,58532.56,1
0,0,0,0,0,0,0,58161.39,0
0,0,0,0,0,0,0,58100,0
0,0,0,0,0,0,0,57829.85,0
0,0,0,0,0,0,0,57864.38,1
0,0,0,0,0,0,0,59515.54,1
0,0,0,0,0,0,0,59020.43,0
0,0,0,0,0,0,0,59218.33,1
0,0,0,0,0,0,0,58207.99,0
0,0,0,0,0,0,0,57269.83,0
0,0,0,0,0,0,0,57478.23,1
0,0,0,0,0,0,0,57919.94,1
0,0,0,0,0,0,0,57635,0
0,0,0,0,0,0,0,57648.05,1
0,0,0,0,0,0,0,56883.49,0
0,0,0,0,0,0,0,57438.53,1
0,0,0,0,0,0,0,57363.85,0
0,0,0,0,0,0,0,57800.57,1
0,0,0,0,0,0,0,57887.22,1
0,0,0,0,0,0,0,58350,1
0,0,0,0,0,0,0,58122.94,0
0,0,0,0,0,0,0,57801.53,0
0,0,0,0,0,0,0,58307.31,1
0,0,0,0,0,0,0,58286.55,0
0,0,0,0,0,0,0,58611.72,1
0,0,0,0,0,0,0,58842.96,1
0,0,0,0,0,0,0,58851.22,1
0,0,0,0,0,0,0,58254.78,0
0,0,0,0,0,0,0,58706.67,1
0,0,0,0,0,0,0,59000.86,1
0,0,0,0,0,0,0,58892.61,0
0,0,0,0,0,0,0,58915.83,1
0,0,0,0,0,0,0,58827.33,0
0,0,0,0,0,0,0,58884.88,1
0,0,0,0,0,0,0,58389.71,0
0,0,0,0,0,0,0,58681,1
0,0,0,0,0,0,0,58520.64,0
0,0,0,0,0,0,0,58072,0
0,0,0,0,0,0,0,58666.39,1
0,0,0,0,0,0,0,58755.85,1
0,0,0,0,0,0,0,58577,0
0,0,0,0,0,0,0,58408.68,0
0,0,0,0,0,0,0,58238.59,0
0,0,0,0,0,0,0,58128.81,0
0,0,0,0,0,0,0,58356.99,1
0,0,0,0,0,0,0,58452.43,1
0,0,0,0,0,0,0,58707.6,1
0,0,0,0,0,0,0,58782.37,1
0,0,0,0,0,0,0,58698.31,0
0,0,0,0,0,0,0,59237.68,1
0,0,0,0,0,0,0,59186.87,0
0,0,0,0,0,0,0,59058.99,0
0,0,0,0,0,0,0,59367.03,1
0,0,0,0,0,0,0,59247.08,0
0,0,0,0,0,0,0,59048.96,0
0,0,0,0,0,0,0,59169.15,1
0,0,0,0,0,0,0,59160.09,0
0,0,0,0,0,0,0,59264.78,1
0,0,0,0,0,0,0,58550.17,0
0,0,0,0,0,0,0,58753,1
0,0,0,0,0,0,0,58521,0
0,0,0,0,0,0,0,58138.39,0
0,0,0,0,0,0,0,58378.28,1
0,0,0,0,0,0,0,58221.95,0
0,0,0,0,0,0,0,57647.76,0
0,0,0,0,0,0,0,57817.77,1
0,0,0,0,0,0,0,56898.19,0
0,0,0,0,0,0,0,57172.65,1
0,0,0,0,0,0,0,57089.69,0
0,0,0,0,0,0,0,57059.89,0
0,0,0,0,0,0,0,57201.7,1
0,0,0,0,0,0,0,55987.05,0
0,0,0,0,0,0,0,56181.04,1
0,0,0,0,0,0,0,56266.91,1
0,0,0,0,0,0,0,56201.21,0
0,0,0,0,0,0,0,57036.93,1
0,0,0,0,0,0,0,57226.7,1
0,0,0,0,0,0,0,57238.39,1
0,0,0,0,0,0,0,57255.31,1
0,0,0,0,0,0,0,57297.08,1
0,0,0,0,0,0,0,57425.55,1
0,0,0,0,0,0,0,57583.82,1
0,0,0,0,0,0,0,57819.01,1
0,0,0,0,0,0,0,58143.87,1
0,0,0,0,0,0,0,57604.01,0
0,0,0,0,0,0,0,57381.79,0
0,0,0,0,0,0,0,56585.27,0
0,0,0,0,0,0,0,56611.91,1
0,0,0,0,0,0,0,56988.52,1
0,0,0,0,0,0,0,57584.31,1
0,0,0,0,0,0,0,57606.61,1
0,0,0,0,0,0,0,57600,0
0,0,0,0,0,0,0,57677.5,1
0,0,0,0,0,0,0,57585.38,0
0,0,0,0,0,0,0,57213.17,0
0,0,0,0,0,0,0,57387.73,1
0,0,0,0,0,0,0,57942.06,1
0,0,0,0,0,0,0,57720.67,0
0,0,0,0,0,0,0,57266.22,0
0,0,0,0,0,0,0,56999.86,0
0,0,0,0,0,0,0,57014.48,1
0,0,0,0,0,0,0,57066.1,1
0,0,0,0,0,0,0,56781.35,0
0,0,0,0,0,0,0,57098.26,1
0,0,0,0,0,0,0,56492.17,0
0,0,0,0,0,0,0,55593.39,0
0,0,0,0,0,0,0,54557.44,0
0,0,0,0,0,0,0,54560.22,1
0,0,0,0,0,0,0,54623.8,1
0,0,0,0,0,0,0,54070.92,0
0,0,0,0,0,0,0,54724.37,1
0,0,0,0,0,0,0,55143.35,1
0,0,0,0,0,0,0,54562.22,0
0,0,0,0,0,0,0,54678.61,1
0,0,0,0,0,0,0,54427.59,0
0,0,0,0,0,0,0,53517.1,0
0,0,0,0,0,0,0,53300,0
0,0,0,0,0,0,0,54178.74,1
0,0,0,0,0,0,0,54345.62,1
0,0,0,0,0,0,0,54600,1
